Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
ACURA TLX	3.5	6	SemiAuto-9	4WD	Gasoline	CA	U2	California LEV-II ULEV	FHNXV03.5WA4	small car	6	21	31	25	6	No	357
ACURA TLX	3.5	6	SemiAuto-9	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FHNXV03.5WA4	small car	5	21	34	25	6	No	358
ACURA TLX	3.5	6	SemiAuto-9	2WD	Gasoline	CA	U2	California LEV-II ULEV	FHNXV03.5WA4	small car	6	21	34	25	6	No	358
ALFA ROMEO 4C	1.8	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FFTGV01.85P0	small car	5	24	34	28	7	No	317
ALFA ROMEO 4C	1.8	4	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FFTGV01.85P0	small car	5	24	34	28	7	No	317
ASTON MARTIN DB9	5.9	12	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV05.9VH1	small car	5	13	19	15	3	No	587
ASTON MARTIN DB9	5.9	12	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV05.9VH1	small car	5	13	19	15	3	No	587
ASTON MARTIN Rapide S	6	12	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV06.0VHB	small car	5	14	22	17	4	No	534
ASTON MARTIN Rapide S	6	12	SemiAuto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV06.0VHB	small car	5	14	22	17	4	No	534
ASTON MARTIN V12 Vantage S	6	12	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV06.0VHB	small car	5	12	18	14	2	No	628
ASTON MARTIN V12 Vantage S	6	12	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV06.0VHB	small car	5	12	18	14	2	No	628
ASTON MARTIN V8 Vantage	4.7	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN V8 Vantage	4.7	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN V8 Vantage	4.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	13	19	15	3	No	582
ASTON MARTIN V8 Vantage	4.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	13	19	15	3	No	582
ASTON MARTIN V8 Vantage S	4.7	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN V8 Vantage S	4.7	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN V8 Vantage S	4.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	13	19	15	3	No	582
ASTON MARTIN V8 Vantage S	4.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	13	19	15	3	No	582
ASTON MARTIN Vanquish	6	12	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV06.0VHB	small car	5	13	21	16	3	No	557
ASTON MARTIN Vanquish	6	12	SemiAuto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV06.0VHB	small car	5	13	21	16	3	No	557
ASTON MARTIN Vantage GT	4.7	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN Vantage GT	4.7	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	14	21	16	3	No	552
ASTON MARTIN Vantage GT	4.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FASXV04.7VH2	small car	5	13	19	15	3	No	582
ASTON MARTIN Vantage GT	4.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	FASXV04.7VH2	small car	5	13	19	15	3	No	582
AUDI A3	1.8	4	AMS-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	FVGAV02.0APA	small car	9	23	33	27	7	Yes	328
AUDI A3	1.8	4	AMS-6	2WD	Gasoline	CA	PZEV	California PZEV	FVGAV02.0APA	small car	9	23	33	27	7	Yes	328
AUDI A3	2	4	AMS-6	4WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	FVGAV02.0APA	small car	9	24	33	27	7	Yes	323
AUDI A3	2	4	AMS-6	4WD	Gasoline	CA	PZEV	California PZEV	FVGAV02.0APA	small car	9	24	33	27	7	Yes	323
AUDI A3	2	4	AMS-6	2WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0VAL	small car	5	31	43	36	8	Yes	285
AUDI A3	2	4	AMS-6	2WD	Diesel	CA	L3ULEV125	California LEV-III ULEV125	FVGAV02.0VAL	small car	6	31	43	36	8	Yes	285
AUDI A3 Cabriolet	1.8	4	AMS-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	FVGAV02.0APA	small car	9	24	35	28	7	Yes	314
AUDI A3 Cabriolet	1.8	4	AMS-6	2WD	Gasoline	CA	PZEV	California PZEV	FVGAV02.0APA	small car	9	24	35	28	7	Yes	314
AUDI A3 Cabriolet	2	4	AMS-6	4WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	FVGAV02.0APA	small car	9	23	32	26	6	No	334
AUDI A3 Cabriolet	2	4	AMS-6	4WD	Gasoline	CA	PZEV	California PZEV	FVGAV02.0APA	small car	9	23	32	26	6	No	334
AUDI A4	2	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUB	small car	5	22	32	26	6	No	343
AUDI A4	2	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUB	small car	6	22	32	26	6	No	343
AUDI A4	2	4	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAJ02.0AUF	small car	5	15/21	22/30	18/25	6	No	347/361
AUDI A4	2	4	SemiAuto-8	4WD	Ethanol/Gas	CA	U2	California LEV-II ULEV	FVGAJ02.0AUF	small car	6	15/21	22/30	18/25	6	No	347/361
AUDI A4	2	4	SCV-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUB	small car	5	24	32	27	7	No	332
AUDI A4	2	4	SCV-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUB	small car	6	24	32	27	7	Yes	332
AUDI A5	2	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUB	small car	5	22	32	26	6	No	343
AUDI A5	2	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUB	small car	6	22	32	26	6	No	343
AUDI A5	2	4	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAJ02.0AUF	small car	5	15/21	22/30	18/25	6	No	347/361
AUDI A5	2	4	SemiAuto-8	4WD	Ethanol/Gas	CA	U2	California LEV-II ULEV	FVGAJ02.0AUF	small car	6	15/21	22/30	18/25	6	No	347/361
AUDI A5 Cabriolet	2	4	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAJ02.0AUF	small car	5	15/21	21/29	17/24	6	No	355/370
AUDI A5 Cabriolet	2	4	SemiAuto-8	4WD	Ethanol/Gas	CA	U2	California LEV-II ULEV	FVGAJ02.0AUF	small car	6	15/21	21/29	17/24	6	No	355/370
AUDI A6	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUB	midsize car	5	20	29	23	5	No	386
AUDI A6	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUB	midsize car	6	20	29	23	5	No	386
AUDI A6	2	4	SCV-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUB	midsize car	5	25	33	28	7	No	320
AUDI A6	2	4	SCV-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUB	midsize car	6	25	33	28	7	Yes	320
AUDI A6	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0NU4	midsize car	5	24	38	29	6	No	349
AUDI A6	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	FVGAJ03.0NU4	midsize car	6	24	38	29	6	No	349
AUDI A6	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	midsize car	5	18	27	22	5	No	412
AUDI A6	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	midsize car	6	18	27	22	5	No	412
AUDI A7	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0NU4	midsize car	5	24	38	29	6	No	349
AUDI A7	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	FVGAJ03.0NU4	midsize car	6	24	38	29	6	No	349
AUDI A7	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	midsize car	5	18	28	21	5	No	416
AUDI A7	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	midsize car	6	18	28	21	5	No	416
AUDI A8	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV03.0AUE	midsize car	5	19	29	22	5	No	397
AUDI A8	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV03.0AUE	midsize car	6	19	29	22	5	No	397
AUDI A8	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	18	30	22	5	No	401
AUDI A8	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	18	30	22	5	No	401
AUDI A8 L	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0NU4	large car	5	24	36	28	6	No	360
AUDI A8 L	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	FVGAJ03.0NU4	large car	6	24	36	28	6	No	360
AUDI A8 L	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV03.0AUE	large car	5	19	29	22	5	No	397
AUDI A8 L	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV03.0AUE	large car	6	19	29	22	5	No	397
AUDI A8 L	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	large car	5	18	29	22	5	No	410
AUDI A8 L	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	large car	6	18	29	22	5	No	410
AUDI A8 L	6.3	12	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV06.3VUM	large car	5	14	22	17	4	No	534
AUDI A8 L	6.3	12	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV06.3VUM	large car	6	14	22	17	4	No	534
AUDI Q3	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUA	small car	5	20	28	23	5	No	387
AUDI Q3	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUA	small car	6	20	28	23	5	No	387
AUDI Q3	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUA	small car	5	20	29	23	5	No	389
AUDI Q3	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUA	small car	6	20	29	23	5	No	389
AUDI Q5	2	4	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAJ02.0AUF	small SUV	5	14/20	19/28	16/23	5	No	392/393
AUDI Q5	2	4	SemiAuto-8	4WD	Ethanol/Gas	CA	U2	California LEV-II ULEV	FVGAJ02.0AUF	small SUV	6	14/20	19/28	16/23	5	No	392/393
AUDI Q5	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0NU4	small SUV	5	24	31	27	5	No	385
AUDI Q5	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	FVGAJ03.0NU4	small SUV	6	24	31	27	5	No	385
AUDI Q5	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small SUV	5	18	26	21	5	No	429
AUDI Q5	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small SUV	6	18	26	21	5	No	429
AUDI Q5 Hybrid	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAT02.0AUH	small SUV	5	24	30	26	6	No	337
AUDI Q5 Hybrid	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAT02.0AUH	small SUV	6	24	30	26	6	No	337
AUDI Q7	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	FVGAT03.0NU3	standard SUV	5	19	28	22	4	No	464
AUDI Q7	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	FVGAT03.0NU3	standard SUV	6	19	28	22	4	No	464
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAT03.0ALT	standard SUV	5	16	22	18	4	No	498
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAT03.0ALT	standard SUV	5	16	22	18	4	No	498
AUDI R8	4.2	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLC	small car	5	14	23	17	4	No	538
AUDI R8	4.2	8	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLC	small car	5	14	23	17	4	No	538
AUDI R8	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLC	small car	5	11	20	14	2	No	622
AUDI R8	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLC	small car	5	11	20	14	2	No	622
AUDI R8	5.2	10	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV05.2NLD	small car	5	13	22	16	3	No	557
AUDI R8	5.2	10	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV05.2NLD	small car	5	13	22	16	3	No	557
AUDI R8	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV05.2NLD	small car	5	12	19	14	2	No	618
AUDI R8	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV05.2NLD	small car	5	12	19	14	2	No	618
AUDI R8 Spyder	4.2	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLC	small car	5	14	23	17	4	No	538
AUDI R8 Spyder	4.2	8	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLC	small car	5	14	23	17	4	No	538
AUDI R8 Spyder	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLC	small car	5	11	20	14	2	No	622
AUDI R8 Spyder	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLC	small car	5	11	20	14	2	No	622
AUDI R8 Spyder	5.2	10	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV05.2NLD	small car	5	13	22	16	3	No	557
AUDI R8 Spyder	5.2	10	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV05.2NLD	small car	5	13	22	16	3	No	557
AUDI R8 Spyder	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV05.2NLD	small car	5	12	19	14	2	No	618
AUDI R8 Spyder	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV05.2NLD	small car	5	12	19	14	2	No	618
AUDI RS5	4.2	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLB	small car	5	16	23	18	4	No	480
AUDI RS5	4.2	8	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLB	small car	5	16	23	18	4	No	480
AUDI RS5 Cabriolet	4.2	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.2NLB	small car	5	16	22	18	4	No	486
AUDI RS5 Cabriolet	4.2	8	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	FVGAV04.2NLB	small car	5	16	22	18	4	No	486
AUDI RS7	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	15	25	18	4	No	497
AUDI RS7	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	15	25	18	4	No	497
AUDI S3	2	4	AMS-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUA	small car	5	23	31	26	6	No	340
AUDI S3	2	4	AMS-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUA	small car	6	23	31	26	6	No	340
AUDI S4	3	6	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small car	5	18	28	21	5	No	413
AUDI S4	3	6	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small car	6	18	28	21	5	No	413
AUDI S4	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small car	5	17	26	20	5	No	439
AUDI S4	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small car	6	17	26	20	5	No	439
AUDI S5	3	6	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small car	5	18	28	21	5	No	413
AUDI S5	3	6	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small car	6	18	28	21	5	No	413
AUDI S5	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small car	5	17	26	20	5	No	439
AUDI S5	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small car	6	17	26	20	5	No	439
AUDI S5 Cabriolet	3	6	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small car	5	18	26	21	5	No	428
AUDI S5 Cabriolet	3	6	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small car	6	18	26	21	5	No	428
AUDI S6	4	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	17	27	20	5	No	441
AUDI S6	4	8	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	17	27	20	5	No	441
AUDI S7	4	8	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	17	27	20	5	No	441
AUDI S7	4	8	AMS-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	17	27	20	5	No	441
AUDI S8	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	17	27	20	5	No	442
AUDI S8	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	17	27	20	5	No	442
AUDI SQ5	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAJ03.0AUD	small SUV	5	17	24	19	4	No	458
AUDI SQ5	3	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAJ03.0AUD	small SUV	6	17	24	19	4	No	458
AUDI TT Coupe	2	4	AMS-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUA	small car	5	22	31	26	6	No	345
AUDI TT Coupe	2	4	AMS-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUA	small car	6	22	31	26	6	No	345
AUDI TT Roadster	2	4	AMS-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV02.0AUA	small car	5	22	31	26	6	No	345
AUDI TT Roadster	2	4	AMS-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV02.0AUA	small car	6	22	31	26	6	No	345
AUDI allroad quattro	2	4	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAJ02.0AUF	station wagon	5	15/21	21/28	17/24	6	No	358/373
AUDI allroad quattro	2	4	SemiAuto-8	4WD	Ethanol/Gas	CA	U2	California LEV-II ULEV	FVGAJ02.0AUF	station wagon	6	15/21	21/28	17/24	6	No	358/373
BENTLEY Continental GT	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	small car	5	15	25	19	4	No	475
BENTLEY Continental GT	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	small car	6	15	25	19	4	No	475
BENTLEY Continental GT	6	12	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAV06.0VLN	small car	5	9/12	15/21	11/15	3	No	576/580
BENTLEY Continental GT	6	12	SemiAuto-8	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	FVGAV06.0VLN	small car	5	9/12	15/21	11/15	3	No	576/580
BENTLEY Continental GT Convertible	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	small car	5	14	24	17	4	No	517
BENTLEY Continental GT Convertible	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	small car	6	14	24	17	4	No	517
BENTLEY Continental GT Convertible	6	12	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAV06.0VLN	small car	5	9/12	15/20	11/15	3	No	589/604
BENTLEY Continental GT Convertible	6	12	SemiAuto-8	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	FVGAV06.0VLN	small car	5	9/12	15/20	11/15	3	No	589/604
BENTLEY Continental GT3-R	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	small car	5	13	23	17	4	No	535
BENTLEY Continental GT3-R	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	small car	6	13	23	17	4	No	535
BENTLEY Flying Spur	4	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV04.0NUA	midsize car	5	14	24	17	4	No	517
BENTLEY Flying Spur	4	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	FVGAV04.0NUA	midsize car	6	14	24	17	4	No	517
BENTLEY Flying Spur	6	12	SemiAuto-8	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	FVGAV06.0VLN	midsize car	5	9/12	15/20	11/15	3	No	589/604
BENTLEY Flying Spur	6	12	SemiAuto-8	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	FVGAV06.0VLN	midsize car	5	9/12	15/20	11/15	3	No	589/604
BENTLEY Mulsanne	6.8	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	FVGAV06.8ELP	midsize car	5	11	18	13	1	No	688
