Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay
AUDI Q7	3.6	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AVWXT03.6U76	SUV	6	14	19	16	3	no
AUDI Q7	4.2	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXT04.23UD	SUV	6	13	18	15	2	no
AUDI R8	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV04.2375	small car	6	12	19	15	2	no
AUDI R8	4.2	8	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV04.2375	small car	6	13	18	15	2	no
AUDI R8	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV04.2375	small car	6	12	19	15	2	no
AUDI R8	4.2	8	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV04.2375	small car	6	13	18	15	2	no
AUDI R8	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV05.2LR8	small car	6	12	20	15	2	no
AUDI R8	5.2	10	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV05.2LR8	small car	6	13	20	16	3	no
AUDI R8	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV05.2LR8	small car	6	12	20	15	2	no
AUDI R8	5.2	10	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV05.2LR8	small car	6	13	20	16	3	no
AUDI S4	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AADXV03.03UF	small car	7	18	27	21	5	no
AUDI S4	3	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	AADXV03.03UF	small car	7	18	28	21	5	no
AUDI S4	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV03.03UF	small car	6	18	27	21	5	no
AUDI S4	3	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV03.03UF	small car	6	18	28	21	5	no
AUDI S5	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV04.2365	small car	6	14	22	17	3	no
AUDI S5	4.2	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV04.2365	small car	6	16	24	19	4	no
AUDI S5	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV04.2365	small car	6	14	22	17	3	no
AUDI S5	4.2	8	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV04.2365	small car	6	16	24	19	4	no
AUDI S5 Cabriolet	3	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	AADXV03.03UF	small car	7	17	26	20	5	no
AUDI S5 Cabriolet	3	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV03.03UF	small car	6	17	26	20	5	no
AUDI S6	5.2	10	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV05.2385	midsize car	6	14	19	16	3	no
AUDI S6	5.2	10	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	AADXV05.2385	midsize car	6	14	19	16	3	no
AUDI TT Coupe	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AADXV02.03UA	small car	7	21	29	24	7	yes
AUDI TT Coupe	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV02.03UA	small car	6	21	29	24	7	yes
AUDI TT Roadster	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	AADXV02.03UA	small car	7	21	29	24	7	yes
AUDI TT Roadster	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	AADXV02.03UA	small car	6	21	29	24	7	yes
BENTLEY Azure	6.8	8	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.7TTC	small car	6	9	15	11	0	no
BENTLEY Azure	6.8	8	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.7TTC	small car	6	9	15	11	0	no
BENTLEY Brooklands	6.8	8	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.7TTC	small car	6	9	15	11	0	no
BENTLEY Brooklands	6.8	8	Auto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.7TTC	small car	6	9	15	11	0	no
BENTLEY Continental Flying Spur	6	12	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.0501	midsize car	6	10	17	12	0	no
BENTLEY Continental Flying Spur	6	12	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.0501	midsize car	6	10	17	12	0	no
BENTLEY Continental GT	6	12	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.0501	small car	6	10	17	13	0	no
BENTLEY Continental GT	6	12	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.0501	small car	6	10	17	13	0	no
BENTLEY Continental GTC	6	12	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.0501	small car	6	10	17	12	0	no
BENTLEY Continental GTC	6	12	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.0501	small car	6	10	17	12	0	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABEXV06.0501	small car	6	12	19	14	1	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	ABEXV06.0501	small car	6	12	19	14	1	no
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	27	21	5	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	27	21	5	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	27	21	5	no
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	27	21	5	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	28	22	6	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	28	22	6	no
BMW 128i	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 128i	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 128i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	28	22	6	no
BMW 128i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	28	22	6	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	28	22	6	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	28	22	6	no
BMW 135i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.054R	small car	6	18	25	20	5	no
BMW 135i	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.054R	small car	6	18	25	20	5	no
BMW 135i	3	6	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABMXV03.054R	small car	6	18	25	20	5	no
BMW 135i	3	6	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABMXV03.054R	small car	6	18	25	20	5	no
BMW 135i Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.054R	small car	6	17	26	20	5	no
BMW 135i Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.054R	small car	6	17	26	20	5	no
BMW 135i Convertible	3	6	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABMXV03.054R	small car	6	17	26	20	5	no
BMW 135i Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	ABMXV03.054R	small car	6	17	26	20	5	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	17	25	20	5	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	17	25	20	5	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 328Ci	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	17	25	20	5	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	17	25	20	5	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 328Ci	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	17	25	20	5	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	17	25	20	5	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	17	25	20	5	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	17	25	20	5	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	28	22	6	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	28	22	6	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	28	22	6	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	28	22	6	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	17	26	20	5	no
BMW 328Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	27	21	5	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	17	26	20	5	no
BMW 328Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	27	21	5	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	17	26	20	5	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	17	26	20	5	no
BMW 328Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	18	27	21	5	no
BMW 328Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXV03.051R	small car	6	18	27	21	5	no
BMW 328i	3	6	Man-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	17	25	20	5	no
BMW 328i	3	6	SemiAuto-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	17	25	20	5	no
BMW 328i	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 328i	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	ABMXV03.051R	small car	9	18	28	22	6	yes
BMW 328i	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	17	25	20	5	no
BMW 328i	3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	17	25	20	5	no
BMW 328i	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 328i	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	ABMXJ03.0E89	small car	7	18	28	22	6	yes
BMW 328i	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	ABMXJ03.0E89	small car	6	17	25	20	5	no
