Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay
ASTON MARTIN DB9	5.9	12	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV05.9VH1	small car	5	13	20	15	1	no
ASTON MARTIN DBS	5.9	12	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV05.9VH1	small car	5	11	17	13	1	no
ASTON MARTIN DBS	5.9	12	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV05.9VH1	small car	5	12	18	14	1	no
ASTON MARTIN DBS	5.9	12	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV05.9VH1	small car	5	11	17	13	1	no
ASTON MARTIN DBS	5.9	12	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV05.9VH1	small car	5	12	18	14	1	no
ASTON MARTIN Rapide	5.9	12	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV05.9VH1	small car	5	13	19	15	1	no
ASTON MARTIN Rapide	5.9	12	SemiAuto-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV05.9VH1	small car	5	13	19	15	1	no
ASTON MARTIN V12 Vantage	5.9	12	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV05.9VH1	small car	5	11	17	13	1	no
ASTON MARTIN V12 Vantage	5.9	12	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV05.9VH1	small car	5	11	17	13	1	no
ASTON MARTIN V8 Vantage	4.7	8	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV04.7VH2	small car	5	13	19	15	1	no
ASTON MARTIN V8 Vantage	4.7	8	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV04.7VH2	small car	5	14	20	16	1	no
ASTON MARTIN V8 Vantage	4.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV04.7VH2	small car	5	13	19	15	1	no
ASTON MARTIN V8 Vantage	4.7	8	AutoMan-6	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV04.7VH2	small car	5	14	20	16	1	no
ASTON MARTIN V8 Vantage S	4.7	8	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BASXV04.7VH2	small car	5	14	21	16	1	no
ASTON MARTIN V8 Vantage S	4.7	8	AutoMan-7	2WD	Gasoline	CA	L2	California LEV-II LEV	BASXV04.7VH2	small car	5	14	21	16	1	no
AUDI A3	2	4	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BADXV02.03PA	station wagon	9	21	30	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BADXV02.03PA	station wagon	9	22	28	24	5	no
AUDI A3	2	4	Man-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	BADXV02.03PA	station wagon	7	21	30	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	BADXV02.03PA	station wagon	7	22	28	24	5	no
AUDI A3	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV02.03UA	station wagon	6	21	28	24	5	no
AUDI A3	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV02.03UA	station wagon	6	21	30	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV02.03UA	station wagon	6	22	28	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Diesel	CA	U2	California LEV-II ULEV	BVWXV02.0U5N	station wagon	6	30	42	34	7	yes
AUDI A3	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV02.03UA	station wagon	5	21	28	24	5	no
AUDI A3	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV02.03UA	station wagon	5	21	30	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV02.03UA	station wagon	5	22	28	24	5	no
AUDI A3	2	4	SemiAuto-6	2WD	Diesel	FA	B5	Federal Tier 2 Bin 5	BVWXV02.0U5N	station wagon	5	30	42	34	7	yes
AUDI A4	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	21	29	24	5	no
AUDI A4	2	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	21	31	25	6	yes
AUDI A4	2	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	22	30	25	6	yes
AUDI A4	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	21	29	24	5	no
AUDI A4	2	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	21	31	25	6	no
AUDI A4	2	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	22	30	25	6	no
AUDI A4 Avant	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	station wagon	6	21	29	24	5	no
AUDI A4 Avant	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	station wagon	5	21	29	24	5	no
AUDI A5	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	21	29	24	5	no
AUDI A5	2	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	21	31	25	6	yes
AUDI A5	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	21	29	24	5	no
AUDI A5	2	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	21	31	25	6	no
AUDI A5 Cabriolet	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	21	29	24	5	no
AUDI A5 Cabriolet	2	4	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	small car	6	22	30	25	6	yes
AUDI A5 Cabriolet	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	21	29	24	5	no
AUDI A5 Cabriolet	2	4	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	small car	5	22	30	25	6	no
AUDI A6	3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV03.03UF	midsize car	6	18	26	21	4	no
AUDI A6	3.2	6	CVT	2WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ03.23UC	midsize car	6	21	30	24	5	no
AUDI A6	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV03.03UF	midsize car	5	18	26	21	4	no
AUDI A6	3.2	6	CVT	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ03.23UC	midsize car	5	21	30	24	5	no
AUDI A6	4.2	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2365	midsize car	5	16	24	19	3	no
AUDI A6	4.2	8	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2365	midsize car	5	16	24	19	3	no
AUDI A6 Avant	3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV03.03UF	station wagon	6	18	26	21	4	no
AUDI A6 Avant	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV03.03UF	station wagon	5	18	26	21	4	no
AUDI A8	4.2	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV04.23UH	midsize car	6	17	27	21	4	no
AUDI A8	4.2	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.23UH	midsize car	5	17	27	21	4	no
AUDI A8 L	4.2	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV04.23UH	large car	6	17	27	21	4	no
AUDI A8 L	4.2	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.23UH	large car	5	17	27	21	4	no
AUDI Q5	2	4	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ02.03UB	SUV	6	20	27	22	5	no
AUDI Q5	3.2	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXJ03.23UC	SUV	6	18	23	20	4	no
AUDI Q5	2	4	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ02.03UB	SUV	5	20	27	22	5	no
AUDI Q5	3.2	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXJ03.23UC	SUV	5	18	23	20	4	no
AUDI Q7	3	6	SemiAuto-8	4WD	Diesel	CA	U2	California LEV-II ULEV	BADXT03.03UG	SUV	6	17	25	20	3	no
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXT03.0TLF	SUV	5	16	22	18	3	no
AUDI Q7	3	6	SemiAuto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	BADXT03.03UG	SUV	5	17	25	20	3	no
AUDI Q7	3	6	SemiAuto-8	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXT03.0TLF	SUV	5	16	22	18	3	no
AUDI R8	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2375	small car	5	11	20	14	1	no
AUDI R8	4.2	8	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2375	small car	5	13	21	16	1	no
AUDI R8	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2375	small car	5	11	20	14	1	no
AUDI R8	4.2	8	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2375	small car	5	13	21	16	1	no
AUDI R8	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV05.2LR8	small car	5	12	19	14	1	no
AUDI R8	5.2	10	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV05.2LR8	small car	5	13	19	15	1	no
AUDI R8	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV05.2LR8	small car	5	12	19	14	1	no
AUDI R8	5.2	10	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV05.2LR8	small car	5	13	19	15	1	no
AUDI R8 Spyder	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2375	small car	5	11	20	14	1	no
AUDI R8 Spyder	4.2	8	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2375	small car	5	13	21	16	1	no
AUDI R8 Spyder	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2375	small car	5	11	20	14	1	no
AUDI R8 Spyder	4.2	8	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2375	small car	5	13	21	16	1	no
AUDI R8 Spyder	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV05.2LR8	small car	5	12	19	14	1	no
AUDI R8 Spyder	5.2	10	AutoMan-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV05.2LR8	small car	5	13	19	15	1	no
AUDI R8 Spyder	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV05.2LR8	small car	5	12	19	14	1	no
AUDI R8 Spyder	5.2	10	AutoMan-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV05.2LR8	small car	5	13	19	15	1	no
AUDI S4	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV03.03UF	small car	6	18	27	21	4	no
AUDI S4	3	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV03.03UF	small car	6	18	28	21	4	no
AUDI S4	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV03.03UF	small car	5	18	27	21	4	no
AUDI S4	3	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV03.03UF	small car	5	18	28	21	4	no
AUDI S5	4.2	8	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2365	small car	5	14	22	17	2	no
AUDI S5	4.2	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV04.2365	small car	5	16	24	19	3	no
AUDI S5	4.2	8	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2365	small car	5	14	22	17	2	no
AUDI S5	4.2	8	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV04.2365	small car	5	16	24	19	3	no
AUDI S5 Cabriolet	3	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV03.03UF	small car	6	17	26	20	4	no
AUDI S5 Cabriolet	3	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV03.03UF	small car	5	17	26	20	4	no
AUDI S6	5.2	10	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV05.2385	midsize car	5	14	21	16	1	no
AUDI S6	5.2	10	SemiAuto-6	4WD	Gasoline	CA	L2	California LEV-II LEV	BADXV05.2385	midsize car	5	14	21	16	1	no
AUDI TT Coupe	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV02.03UA	small car	6	22	31	26	6	yes
AUDI TT Coupe	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV02.03UA	small car	5	22	31	26	6	no
AUDI TT Roadster	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BADXV02.03UA	small car	6	22	31	26	6	yes
AUDI TT Roadster	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BADXV02.03UA	small car	5	22	31	26	6	no
BENTLEY Continental Flying Spur	6	12	SemiAuto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BBEXV06.0501	midsize car	5/5	8/11	13/18	9/13	1/1	no
BENTLEY Continental Flying Spur	6	12	SemiAuto-6	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	BBEXV06.0501	midsize car	5/5	8/11	13/18	9/13	1/1	no
BENTLEY Continental GTC	6	12	SemiAuto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BBEXV06.0501	small car	5/5	8/11	13/18	9/13	1/1	no
BENTLEY Continental GTC	6	12	SemiAuto-6	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	BBEXV06.0501	small car	5/5	8/11	13/18	9/13	1/1	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BBEXV06.0501	small car	5/5	8/12	14/19	10/14	1/1	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Ethanol/Gas	FA	B5	Federal Tier 2 Bin 5	BBEXV06.0501	small car	5/5	8/12	14/19	10/14	1/1	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	BBEXV06.0501	small car	5/5	8/12	14/19	10/14	1/1	no
BENTLEY Continental Supersports	6	12	SemiAuto-6	4WD	Ethanol/Gas	CA	L2	California LEV-II LEV	BBEXV06.0501	small car	5/5	8/12	14/19	10/14	1/1	no
BENTLEY Mulsanne	6.8	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBEXV06.84LA	midsize car	5	11	18	13	1	no
BENTLEY Mulsanne	6.8	8	SemiAuto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	BBEXV06.84LA	midsize car	5	11	18	13	1	no
BMW 1-Series ActiveE	-1		Other-1	2WD	Electricity	FA	B1	Federal Tier 2 Bin 1	BBMXV00.0E82	small car	10	107	96	102	10	yes
BMW 1-Series ActiveE	-1		Other-1	2WD	Electricity	CA	ZEV	California ZEV	BBMXV00.0E82	small car	10	107	96	102	10	yes
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	27	21	4	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	28	22	5	no
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	27	21	4	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	28	22	5	no
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	27	21	4	no
BMW 128Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	27	21	4	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	28	22	5	no
BMW 128Ci Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	28	22	5	no
BMW 128i	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	28	22	5	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	28	22	5	no
BMW 128i	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	28	22	5	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	28	22	5	no
BMW 128i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	28	22	5	no
BMW 128i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	28	22	5	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	28	22	5	no
BMW 128i	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	28	22	5	no
BMW 135i	3	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0N55	small car	6	18	25	21	4	no
BMW 135i	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0N55	small car	6	20	28	23	5	no
BMW 135i	3	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0N55	small car	5	18	25	21	4	no
BMW 135i	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0N55	small car	5	20	28	23	5	no
BMW 135i Convertible	3	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0N55	small car	6	18	25	20	4	no
BMW 135i Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0N55	small car	6	19	28	22	5	no
BMW 135i Convertible	3	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0N55	small car	5	18	25	20	4	no
BMW 135i Convertible	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0N55	small car	5	19	28	22	5	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	17	25	20	4	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	17	26	20	4	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	28	22	5	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	28	22	5	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	17	25	20	4	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	17	26	20	4	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	28	22	5	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	18	28	22	5	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	17	25	20	4	no
BMW 328Ci	3	6	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	17	25	20	4	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	17	26	20	4	no
BMW 328Ci	3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	17	26	20	4	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	28	22	5	no
BMW 328Ci	3	6	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	28	22	5	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXJ03.0E89	small car	5	18	28	22	5	no
BMW 328Ci	3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	BBMXV03.051R	small car	5	18	28	22	5	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	17	26	20	4	no
BMW 328Ci Convertible	3	6	SemiAuto-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	BBMXV03.051R	small car	8	18	27	21	4	no
BMW 328Ci Convertible	3	6	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	BBMXJ03.0E89	small car	6	17	26	20	4	no
